date, pm25, pm10, o3, no2, so2, co
2015/1/3, 42, 9, 16, 2, 2, 4
2015/1/4, 36, 10, 22, 5, 2, 3
2015/1/5, 39, 23, 10, 6, 3, 8
2015/1/6, 72, 27, 10, 5, 2, 4
2015/1/7, 78, 49, 5, 11, 5, 4
2015/1/8, 142, 14, 26, 6, 2, 2
2015/1/9, 60, 11, 14, 4, 2, 3
2015/1/10, 56, 10, 14, 1, 2, 3
2015/1/11, 43, 8, 20, 3, 3, 3
2015/1/12, 39, 13, 21, 6, 3, 3
2015/1/13, 49, 14, 17, 11, 4, 2
2015/1/14, 53, 18, 15, 11, 3, 2
2015/1/15, 64, 26, 14, 13, 8, 6
2015/1/16, 78, 32, 13, 9, 4, 7
2015/1/17, 95, 40, 7, 13, 3, 
2015/1/18, 115, 29, 15, 9, 2, 5
2015/1/19, 86, 24, 14, 5, 1, 8
2015/1/20, 79, 34, 1, 10, 3, 6
2015/1/21, 95, 26, 6, 10, 3, 4
2015/1/22, 84, 14, 5, 9, 4, 
2015/1/23, 56, 21, 11, 8, 1, 
2015/1/24, 72, 24, 9, 8, 4, 6
2015/1/25, 80, 33, 11, 14, 2, 6
2015/1/26, 98, 28, 13, 11, 3, 4
2015/1/27, 88, 16, 9, 7, 1, 6
2015/1/28, 62, , , , , 
2015/1/31, 75, 25, 15, 11, 4, 5
2015/2/1, 81, 52, 7, 19, 5, 
2015/2/2, 144, 42, 10, 17, 5, 
2015/2/3, 121, 49, 7, 21, 6, 
2015/2/4, 135, 40, 13, 15, 5, 9
2015/2/5, 118, 29, 11, 20, 3, 5
2015/2/6, 87, 31, 19, 9, 4, 6
2015/2/7, 93, 8, 27, 5, 1, 4
2015/2/8, 27, 19, 19, 19, 4, 6
2015/2/9, 63, 28, 11, 12, 2, 10
2015/2/10, 87, 22, 13, 13, 2, 4
2015/2/11, 71, 28, 14, 9, 3, 7
2015/2/12, 88, 42, 14, 15, 5, 10
2015/2/13, 120, 46, 16, 15, 5, 
2015/2/14, 132, 53, 22, 12, 2, 3
2015/2/15, 146, 10, 19, 2, , 
2015/2/16, 37, 14, 26, 5, 3, 4
2015/2/17, 41, 41, 11, 13, 3, 8
2015/2/18, 115, 37, 10, 14, 3, 8
2015/2/19, 104, 49, 15, 14, 7, 
2015/2/20, 135, 44, 32, 10, 6, 4
2015/2/21, 136, 48, 18, 6, 4, 5
2015/2/22, 137, 55, 16, 18, 6, 6
2015/2/23, 149, 28, 11, 16, 3, 3
2015/2/24, 83, 36, 8, 20, 3, 6
2015/2/25, 100, 31, 8, 15, 2, 5
2015/2/26, 92, 32, 6, 9, 2, 6
2015/2/27, 96, 51, 7, 13, 3, 8
2015/2/28, 145, 40, 19, 10, 3, 5
2015/3/1, 118, 15, 17, 9, 4, 
2015/3/2, 57, 18, 17, 11, 3, 1
2015/3/3, 62, 20, 19, 11, 2, 3
2015/3/4, 67, 27, 13, 16, 2, 5
2015/3/5, 83, 36, 10, 18, 2, 6
2015/3/6, 98, 33, 13, 10, 2, 
2015/3/7, 97, 36, 21, 9, 4, 4
2015/3/8, 103, 33, 20, 19, 4, 3
2015/3/9, 80, 63, 23, 26, 5, 9
2015/3/10, 142, 39, 12, 19, 3, 12
2015/3/11, 101, 13, 16, 8, 1, 3
2015/3/12, 46, 15, 14, 11, 2, 5
2015/3/13, 54, 16, 13, 4, , 5
2015/3/14, 55, 17, 16, 4, 1, 
2015/3/15, 60, 27, 21, 5, , 7
2015/3/16, 68, 20, 25, 6, 1, 7
2015/3/17, 62, 34, 32, 12, 2, 
2015/3/18, 88, 40, 26, 19, 3, 3
2015/3/19, 101, 53, 24, 23, 4, 11
2015/3/20, 127, 55, 31, 12, 5, 8
2015/3/21, 135, 4, 22, 2, 1, 3
2015/3/22, 17, 21, 23, 9, 2, 5
2015/3/23, 63, 48, 40, 14, 5, 
2015/3/24, 118, 53, 34, 13, 4, 5
2015/3/25, 130, 41, 20, 17, 5, 5
2015/3/26, 103, 37, 14, 12, 3, 4
2015/3/27, 103, 27, 17, 8, 1, 2
2015/3/28, 85, 29, 22, 8, 2, 8
2015/3/29, 88, 10, 25, 5, 2, 2
2015/3/30, 36, 7, 19, 6, 1, 
2015/3/31, 29, 4, 29, 4, 1, 4
2014/10/7, 79, 28, 18, 8, 7, 3
2014/10/8, 78, 19, 25, 7, 2, 3
2014/10/9, 60, 24, 23, 9, 2, 3
2014/10/10, 66, , , , , 
2014/10/13, 73, 32, 14, 8, 2, 
2014/10/14, 96, 21, 17, 9, 1, 7
2014/10/15, 60, 26, 7, 13, 1, 3
2014/10/16, 79, 32, 6, 18, 3, 9
2014/10/17, 95, 33, 11, 6, , 6
2014/10/18, 91, 22, 22, 5, 1, 3
2014/10/19, 67, 12, 19, 4, 1, 3
2014/10/20, 34, 12, 13, 8, 1, 3
2014/10/21, 48, 19, 12, 6, 2, 7
2014/10/22, 65, 14, 15, 5, 4, 4
2014/10/23, 53, 16, 18, 5, 1, 
2014/10/24, 47, 24, 17, 5, 1, 
2014/10/25, 73, 29, 15, 8, 2, 
2014/10/26, 87, 33, 7, 10, 1, 7
2014/10/27, 89, 48, 12, 18, 10, 7
2014/10/28, 135, 49, 12, 18, 10, 
2014/10/29, 169, 56, 8, 18, 4, 13
2014/10/30, 142, 31, 10, 11, 6, 
2014/10/31, 90, , , , , 
2014/11/2, 129, 37, 9, 13, 2, 8
2014/11/3, 93, 32, 21, 10, 3, 6
2014/11/4, 92, 25, 26, 6, 3, 3
2014/11/5, 73, 36, 17, 12, 3, 2
2014/11/6, 84, 33, 5, 15, 4, 7
2014/11/7, 92, 19, 7, 10, 2, 5
2014/11/8, 65, 22, 8, 6, 1, 6
2014/11/9, 69, 30, 7, 8, 3, 4
2014/11/10, 85, 37, 7, 9, 2, 6
2014/11/11, 103, 33, 9, 6, 1, 
2014/11/12, 94, 29, 10, 7, 2, 5
2014/11/13, 83, 25, 11, 5, 1, 2
2014/11/14, 76, 30, 13, 3, 1, 2
2014/11/15, 87, 29, 14, 3, 1, 5
2014/11/16, 91, 21, 12, 7, 1, 6
2014/11/17, 71, 15, 4, 3, 1, 2
2014/11/18, 58, 21, 3, 3, , 
2014/11/19, 69, 19, 1, 7, , 5
2014/11/20, 67, 32, 1, 10, 1, 7
2014/11/21, 89, 39, 4, 15, 2, 7
2014/11/22, 108, 45, 15, 7, 1, 
2014/11/23, 122, 22, 15, 7, 3, 3
2014/11/24, 71, 34, 5, 12, 1, 8
2014/11/25, 95, 31, 7, 8, 1, 20
2014/11/26, 89, 28, 10, 7, 3, 
2014/11/27, 85, 27, 14, 7, , 19
2014/11/28, 81, 38, 12, 7, , 9
2014/11/29, 106, 33, 11, 4, , 2
2014/11/30, 97, 20, 22, 5, 2, 5
2014/12/1, 67, 22, 19, 7, 2, 
2014/12/2, 68, 39, 14, 11, 4, 9
2014/12/3, 101, 60, 6, 12, 5, 11
2014/12/4, 155, 28, 7, 7, 2, 4
2014/12/5, 88, 36, 3, 8, 3, 5
2014/12/6, 105, 56, 3, 8, 3, 9
2014/12/7, 154, 31, 6, 11, 3, 
2014/12/8, 94, 56, 4, 17, 4, 
2014/12/9, 135, 41, 7, 15, 3, 15
2014/12/10, 117, 44, 3, 14, 4, 
2014/12/11, 128, 14, 17, 9, 3, 2
2014/12/12, 53, 10, 28, 7, 3, 
2014/12/13, 38, 30, 19, 9, 2, 9
2014/12/14, 93, 46, 5, 13, 3, 14
2014/12/15, 127, 37, 3, 15, 3, 14
2014/12/16, 107, 24, 13, 10, 3, 6
2014/12/17, 78, 32, 7, 12, 1, 10
2014/12/18, 94, 8, 20, 6, 2, 3
2014/12/19, 35, 8, 23, 5, 2, 8
2014/12/20, 30, 9, 24, 3, 4, 5
2014/12/21, 36, 5, 17, 6, 2, 5
2014/12/22, 32, 4, 20, 5, 2, 1
2014/12/23, 23, 6, 24, 3, 2, 
2014/12/24, 24, 8, 25, 2, 3, 2
2014/12/25, 34, 7, 21, 4, 6, 
2014/12/26, 32, 31, 16, 7, 9, 6
2014/12/27, 95, 29, 15, 6, 4, 8
2014/12/28, 93, , , , , 
2014/7/1, 31, 13, 38, 10, , 3
2014/7/2, 34, 13, 35, 8, , 3
2014/7/3, 35, 14, 50, 11, 1, 2
2014/7/4, 38, 15, 48, 5, 2, 1
2014/7/5, 45, 18, 47, 5, 1, 
2014/7/6, 54, 21, 39, 6, 1, 2
2014/7/7, 58, 23, 41, 3, 2, 1
2014/7/8, 56, 19, 39, 3, 1, 
2014/7/9, 45, 16, 32, 6, 1, 
2014/7/10, 49, 14, 19, 7, 3, 
2014/7/11, 45, 11, 11, 4, 2, 
2014/7/12, 37, , , , , 
2014/7/14, 38, 18, 44, 12, 2, 2
2014/7/15, 46, 17, 45, 12, 3, 2
2014/7/16, 46, 15, 39, 8, 2, 2
2014/7/17, 44, 20, 39, 9, 2, 
2014/7/18, 48, 16, 41, 8, 2, 1
2014/7/19, 42, 14, 37, 9, 2, 1
2014/7/20, 46, 12, 37, 6, 2, 4
2014/7/21, 37, 14, 37, 5, 2, 5
2014/7/22, 35, 16, 32, 8, 2, 
2014/7/23, 45, 18, 31, 8, 1, 3
2014/7/24, 45, 18, 20, 12, 1, 
2014/7/25, 55, 19, 45, 4, 1, 1
2014/7/26, 49, 21, 44, 3, 2, 5
2014/7/27, 55, 18, 44, 5, 2, 6
2014/7/28, 50, 26, 43, 6, 1, 2
2014/7/29, 62, 17, 43, 6, 2, 3
2014/7/30, 52, 23, 48, 6, , 3
2014/7/31, 57, 12, 24, 8, , 3
2014/8/1, 40, 25, 50, 4, 2, 
2014/8/2, 59, 28, 47, 5, 2, 1
2014/8/3, 57, 29, 55, 10, 2, 5
2014/8/4, 56, 18, 39, 12, , 6
2014/8/5, 52, 12, 32, 7, , 4
2014/8/6, 37, 16, 41, 10, 1, 
2014/8/7, 50, 13, 31, 14, 1, 4
2014/8/8, 46, 15, 51, 6, 1, 4
2014/8/9, 39, 20, 45, 8, 1, 2
2014/8/10, 59, 18, 38, 10, 1, 6
2014/8/11, 55, 16, 31, 9, , 
2014/8/12, 43, 15, 29, 9, 5, 6
2014/8/13, 46, 9, 28, 6, , 
2014/8/14, 30, 15, 37, 5, , 3
2014/8/15, 48, 11, 27, 7, 1, 1
2014/8/16, 41, 13, 13, 4, 1, 1
2014/8/17, 45, 9, 26, 6, 2, 1
2014/8/18, 33, 10, 29, 4, 1, 
2014/8/19, 24, 13, 35, 7, 1, 4
2014/8/20, 34, 22, 18, 20, 1, 2
2014/8/21, 49, 13, 39, 7, 2, 2
2014/8/22, 44, 13, 42, 7, 1, 3
2014/8/23, 40, 13, 27, 11, 1, 3
2014/8/24, 45, 8, 32, 7, 1, 3
2014/8/25, 25, 11, 22, 9, 1, 10
2014/8/26, 40, 16, 29, 9, 1, 2
2014/8/27, 50, 9, 27, 10, 3, 3
2014/8/28, 29, 11, 38, 13, , 2
2014/8/29, 29, 19, 34, 8, , 4
2014/8/30, 58, 17, 35, 7, , 6
2014/8/31, 57, 13, 16, 6, 1, 2
2014/9/1, 45, 8, 22, 5, 1, 3
2014/9/2, 24, 12, 26, 6, 2, 5
2014/9/3, 34, 12, 30, 5, 2, 4
2014/9/4, 30, 16, 34, 6, 1, 2
2014/9/5, 37, 24, 42, 6, 2, 1
2014/9/6, 57, 27, 46, 9, 3, 3
2014/9/7, 66, 33, 44, 14, 4, 5
2014/9/8, 75, 29, 30, 15, 2, 4
2014/9/9, 81, 21, 25, 15, 1, 3
2014/9/10, 53, 23, 14, 14, 1, 
2014/9/11, 66, 25, 36, 5, 1, 3
2014/9/12, 61, 25, 41, 5, 1, 3
2014/9/13, 59, 25, 42, 4, 2, 
2014/9/14, 58, 24, 33, 6, 1, 2
2014/9/15, 51, 17, 29, 5, 1, 2
2014/9/16, 39, 20, 33, 5, 1, 2
2014/9/17, 50, 26, 37, 11, 4, 4
2014/9/18, 59, 39, 28, 16, 6, 6
2014/9/19, 84, 38, 27, 11, 4, 3
2014/9/20, 95, 28, 17, 6, 1, 4
2014/9/21, 83, 16, 22, 8, 2, 3
2014/9/22, 55, 11, 22, 7, 2, 3
2014/9/23, 36, 11, 24, 12, 2, 3
2014/9/24, 36, 19, 21, 9, 3, 5
2014/9/25, 60, 17, 19, 5, 2, 1
2014/9/26, 52, 17, 24, 9, 1, 4
2014/9/27, 52, 24, 5, 21, 3, 4
2014/9/28, 70, 26, 25, 15, 3, 4
2014/9/29, 68, 33, 2, 28, 4, 10
2014/9/30, 83, , , , , 
2014/4/1, 33, 32, 35, 13, 3, 2
2014/4/2, 76, 38, 31, 13, 4, 4
2014/4/3, 91, 27, 33, 11, 3, 2
2014/4/4, 69, 16, 37, 3, , 1
2014/4/5, 38, 28, 25, 8, 6, 2
2014/4/6, 72, 41, 33, 14, 2, 6
2014/4/7, 101, 30, 39, 12, 2, 6
2014/4/8, 72, 11, 28, 4, , 1
2014/4/9, 41, 15, 26, 11, , 3
2014/4/10, 49, 22, 28, 6, , 2
2014/4/11, 60, 34, 26, 12, 1, 2
2014/4/12, 97, 31, 34, 5, 2, 2
2014/4/13, 86, 20, 24, 9, 1, 3
2014/4/14, 65, 11, 24, 10, 3, 2
2014/4/15, 43, 9, 24, 9, 5, 3
2014/4/16, 35, 18, 32, 14, 2, 5
2014/4/17, 47, 29, 32, 17, 6, 18
2014/4/18, 78, 29, 45, 4, 1, 
2014/4/19, 66, 17, 32, 2, , 
2014/4/20, 55, 15, 36, 2, , 5
2014/4/21, 52, 19, 41, 9, 1, 2
2014/4/22, 57, 27, 29, 20, 1, 3
2014/4/23, 71, 24, 41, 11, , 3
2014/4/24, 57, 19, 40, 4, , 7
2014/4/25, 42, 19, 29, 4, 1, 3
2014/4/26, 61, 17, 32, 5, 1, 1
2014/4/27, 57, 22, 23, 10, , 7
2014/4/28, 64, 19, 41, 13, 1, 3
2014/4/29, 53, 27, 48, 19, 1, 5
2014/4/30, 59, 30, 48, 13, 1, 6
2014/5/1, 71, 11, 31, 4, 1, 2
2014/5/2, 25, 16, 26, 4, 1, 3
2014/5/3, 44, 16, 38, 5, , 3
2014/5/4, 51, 8, 34, 7, 1, 
2014/5/5, 24, 12, 39, 5, 1, 3
2014/5/6, 37, 22, 41, 7, 1, 2
2014/5/7, 60, 18, 36, 8, 1, 2
2014/5/8, 56, 14, 29, 9, 1, 
2014/5/9, 39, 11, 34, 5, 1, 
2014/5/10, 34, 11, 34, 4, , 
2014/5/11, 35, 11, 31, 7, 1, 4
2014/5/12, 35, 9, 31, 7, , 4
2014/5/13, 30, 17, 32, 14, 1, 
2014/5/14, 48, 13, 30, 6, , 5
2014/5/15, 33, 11, 28, 5, , 
2014/5/16, 34, 16, 20, 8, , 3
2014/5/17, 51, 15, 38, 13, , 5
2014/5/18, 53, 15, 38, 10, 1, 4
2014/5/19, 43, 20, 49, 11, 1, 5
2014/5/20, 49, 18, 54, 9, 3, 4
2014/5/21, 52, 22, 45, 9, 2, 4
2014/5/22, 54, 22, 45, 4, 2, 3
2014/5/23, 48, 28, 43, 4, 2, 3
2014/5/24, 49, 27, 44, 6, 1, 
2014/5/25, 67, 18, 35, 12, 1, 4
2014/5/26, 52, 20, 38, 6, 1, 5
2014/5/27, 57, 16, 21, 8, , 4
2014/5/28, 53, 7, 15, 5, , 2
2014/5/29, 20, 8, 15, 4, 5, 2
2014/5/30, 29, , , , , 
2014/6/1, 20, 9, 23, 6, 1, 
2014/6/2, 34, 14, 11, 7, , 2
2014/6/3, 49, 18, 25, 10, , 3
2014/6/4, 53, 16, 44, 9, 1, 5
2014/6/5, 47, 19, 30, 12, 1, 6
2014/6/6, 59, 11, 45, 10, , 10
2014/6/7, 38, 21, 28, 19, 1, 
2014/6/8, 64, 31, 52, 10, 1, 4
2014/6/9, 57, 18, 40, 14, 3, 3
2014/6/10, 40, 22, 38, 12, 2, 5
2014/6/11, 38, 23, 38, 15, 2, 14
2014/6/12, 45, 13, 28, 6, 1, 2
2014/6/13, 25, 10, 25, 3, , 2
2014/6/14, 30, 6, 20, 2, 1, 2
2014/6/15, 19, 12, 39, 10, 2, 2
2014/6/16, 32, 12, 31, 12, 2, 2
2014/6/17, 31, 11, 34, 10, 2, 3
2014/6/18, 23, 13, 40, 4, 1, 2
2014/6/19, 28, 9, 21, 2, 1, 4
2014/6/20, 23, 10, 25, 3, 1, 3
2014/6/21, 32, 6, 23, 1, 1, 
2014/6/22, 20, 10, 30, 5, 1, 2
2014/6/23, 24, 13, 28, 7, 1, 1
2014/6/24, 35, 8, 28, 10, 2, 2
2014/6/25, 21, 12, 23, 7, 3, 2
2014/6/26, 34, 12, 33, 9, 1, 2
2014/6/27, 32, 16, 40, 9, 2, 2
2014/6/28, 45, 17, 38, 5, 2, 3
2014/6/29, 53, 14, 24, 8, 1, 1
2014/6/30, 45, 11, 30, 5, , 3
2014/1/1, 119, 53, 8, 10, 4, 8
2014/1/2, 145, 57, 2, 15, 4, 11
2014/1/3, 155, 47, 6, 13, 4, 7
2014/1/4, 132, 40, 15, 11, 5, 
2014/1/5, 117, 29, 18, 7, 3, 9
2014/1/6, 91, 40, 9, 16, 4, 10
2014/1/7, 114, 34, 20, 15, 5, 6
2014/1/8, 103, 31, 13, 13, 5, 
2014/1/9, 92, 11, 22, 6, 4, 
2014/1/10, 43, 22, 19, 7, 4, 
2014/1/11, 73, 11, 25, 4, 3, 1
2014/1/12, 41, 18, 20, 11, 3, 
2014/1/13, 49, 40, 8, 13, 11, 5
2014/1/14, 112, 35, 5, 15, 7, 2
2014/1/15, 104, 36, 12, 10, 4, 8
2014/1/16, 106, 40, 13, 11, 4, 5
2014/1/17, 118, 46, 11, 10, 5, 3
2014/1/18, 128, 23, 13, 4, 3, 
2014/1/19, 78, 17, 18, 6, 4, 5
2014/1/20, 60, 23, 14, 7, 5, 2
2014/1/21, 72, 31, 14, 13, 7, 3
2014/1/22, 98, 72, 7, 26, 7, 4
2014/1/23, 170, 45, 19, 14, 3, 4
2014/1/24, 125, 33, 21, 9, 3, 3
2014/1/25, 102, 21, 27, 5, 5, 10
2014/1/26, 69, 23, 24, 8, 8, 8
2014/1/27, 74, 24, 22, 6, 5, 5
2014/1/28, 75, 22, 23, 6, 4, 4
2014/1/29, 64, 27, 27, 5, 4, 2
2014/1/30, 64, 35, 27, 6, 9, 3
2014/1/31, 72, 40, 26, 7, 14, 3
2014/2/1, 105, 44, 26, 8, 13, 4
2014/2/2, 124, 67, 19, 15, 14, 11
2014/2/3, 165, 66, 18, 23, 10, 7
2014/2/4, 164, 54, 29, 18, 6, 10
2014/2/5, 147, 54, 26, 18, 8, 9
2014/2/6, 146, 51, 20, 13, 6, 13
2014/2/7, 141, 37, 16, 10, 5, 6
2014/2/8, 110, 49, 16, 13, 4, 5
2014/2/9, 136, 43, 12, 19, 7, 
2014/2/10, 118, 39, 12, 12, 4, 7
2014/2/11, 114, 56, 3, 18, 4, 7
2014/2/12, 146, 41, 15, 15, 7, 
2014/2/13, 111, 33, 15, 13, 5, 7
2014/2/14, 98, 31, 21, 8, 4, 6
2014/2/15, 93, 27, 20, 6, 3, 4
2014/2/16, 85, 30, 20, 17, 4, 
2014/2/17, 87, 48, 24, 23, 5, 6
2014/2/18, 128, 62, 7, 18, 5, 8
2014/2/19, 145, 50, 8, 13, 2, 
2014/2/20, 132, 52, 17, 7, 1, 5
2014/2/21, 142, 54, 15, 11, 1, 
2014/2/22, 137, 58, 20, 21, 2, 9
2014/2/23, 140, 50, 18, 12, 1, 6
2014/2/24, 117, 33, 21, 4, 3, 3
2014/2/25, 97, 43, 13, 7, 4, 5
2014/2/26, 116, 58, 15, 9, 5, 6
2014/2/27, 151, 53, 12, 8, 5, 6
2014/2/28, 145, 59, 10, 9, 7, 5
2014/3/1, 156, 43, 17, 4, 3, 4
2014/3/2, 128, 29, 29, 5, 1, 3
2014/3/3, 88, 30, 24, 3, 1, 4
2014/3/4, 86, 31, 14, 7, 2, 4
2014/3/5, 87, 29, 20, 10, 1, 3
2014/3/6, 84, 34, 20, 9, , 4
2014/3/7, 94, 37, 25, 16, 2, 7
2014/3/8, 99, 46, 28, 16, 3, 3
2014/3/9, 118, 28, 34, 12, 5, 4
2014/3/10, 112, 48, 28, 25, 4, 8
2014/3/11, 117, 31, 23, 17, 4, 
2014/3/12, 71, 48, 30, 23, 3, 7
2014/3/13, 109, 50, 31, 19, 4, 6
2014/3/14, 115, 23, 28, 5, 2, 
2014/3/15, 62, 7, 28, 5, 1, 
2014/3/16, 31, 8, 31, 5, , 2
2014/3/17, 30, 15, 24, 7, 1, 3
2014/3/18, 54, 22, 24, 6, 1, 1
2014/3/19, 67, 26, 26, 11, 1, 2
2014/3/20, 75, 23, 38, 10, 3, 4
2014/3/21, 58, 23, 36, 9, 3, 6
2014/3/22, 69, 15, 26, 7, 2, 
2014/3/23, 70, 17, 18, 7, 1, 5
2014/3/24, 66, 11, 22, 9, 1, 5
2014/3/25, 43, 28, 27, 14, 2, 5
2014/3/26, 80, 24, 17, 13, 3, 7
2014/3/27, 74, 42, 29, 14, 2, 7
2014/3/28, 113, 31, 40, 11, 2, 
2014/3/29, 71, 41, 46, 17, 2, 3
2014/3/30, 99, 45, 41, 26, 4, 11
2014/3/31, 111, 13, 32, 8, 1, 3
2020/3/31, , 20, 32, 11, , 
2019/12/31, , 21, 18, 4, , 
2019/10/1, , 12, 19, 7, , 
2019/4/7, , 33, 28, 18, , 
2019/4/30, , 20, 25, 36, , 
2018/12/31, , 18, 24, 2, 5, 
2019/3/10, , 15, , , , 
2018/6/3, , 26, 51, 5, 5, 
2017/12/31, , 29, 16, 8, 3, 
2017/10/15, , 45, 18, 18, 2, 
2017/9/9, , 24, 7, 14, 2, 
2017/9/24, , 28, 17, 7, , 
2017/4/3, , 28, 35, 9, 1, 
2016/1/3, , 38, 9, 8, 6, 
2016/1/24, , 46, 11, 16, 5, 
2016/1/25, , 36, 2, 16, 4, 
2016/1/26, , 31, 11, 15, 5, 4
2015/10/14, , 35, 30, 6, 6, 4
2015/4/25, , 17, 27, 9, 2, 
2014/12/31, , 27, 16, 4, 2, 8
2015/1/30, , 22, 13, 10, 5, 6
2014/10/6, , 28, 28, 6, 3, 4
2014/10/12, , 25, 22, 9, 1, 
2014/11/1, , 46, 12, 9, 6, 
2014/7/13, , 13, 43, 5, 2, 4
2014/5/31, , 8, 28, 3, 3, 
2013/12/31, , 41, 14, 6, 4, 4
2019/9/18, , , 16, 9, , 
2019/9/19, , , 17, 10, , 
2019/9/20, , , 15, 7, , 
2019/9/21, , , 30, 7, , 
2019/9/22, , , 14, 8, , 
2019/9/23, , , 17, 6, , 
2019/9/24, , , 17, 8, , 
2019/9/25, , , 8, 9, , 
2019/9/26, , , 20, 6, , 
2019/9/27, , , 24, 5, , 
2019/9/28, , , 21, 3, , 
2019/9/29, , , 21, 4, , 
2019/9/30, , , 25, 5, , 
2017/10/13, , , 15, 9, 2, 
2017/10/14, , , 13, 9, 1, 
2016/1/23, , , 9, 16, 8, 
